FID,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,POP_SOURCE,geometry,CITY_NAME,POP_updated,POP_updated_year,capital,index__water,Name1__waterbody,Name2__waterbody,Name3__waterbody,TYPE__waterbody,ISO_CC__waterbody,SHAPE_Length__waterbody,SHAPE_Area__waterbody,distance_water,index__sea,Name1__sea,Name2__sea,Name3__sea,TYPE__sea,ISO_CC__sea,SHAPE_Length__sea,SHAPE_Area__sea,distance_sea,POP_rank_updated,city_type
1036,IND-RJS,Rajasthan,IN,India,Provincial capital,3046163,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (8438128.43128486 3111607.2588783),Jaipur,3046163,2011,0,1285218,,,,Inland perennial,IN,0.0422359314401959,0.00010421370830092521,7.475722135635519,2439573,Gulf of Khambhat,Arabian Sea,Indian Ocean,Ocean or Sea,,1.0039924338848762,0.021175427848331548,665.9775666485433,2,inland
1037,IND-MPR,Madhya Pradesh,IN,India,Provincial capital,1798218,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (8617464.127529347 2659856.916312929),Bhopal,1886100,2011,0,1282827,,,,Inland perennial,IN,0.042218190289815806,4.793050083960627e-05,1.8763059104122546,2439573,Gulf of Khambhat,Arabian Sea,Indian Ocean,Ocean or Sea,,1.0039924338848762,0.021175427848331548,539.4740725411804,2,inland
1038,IND-DEL,Delhi,IN,India,National capital,257803,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (8595729.435482036 3320868.324907529),New Delhi,257803,2011,1,2252349,Yamuna,,,Inland perennial,BD,23.72236478507667,0.030905553412081472,6.335561796609813,2439573,Gulf of Khambhat,Arabian Sea,Indian Ocean,Ocean or Sea,,1.0039924338848762,0.021175427848331548,927.1529358220779,4,inland
1039,AFG-PKT,Paktika,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7616112.685000973 3875410.865734212),Zareh Sharan (Sharan),5100,2020,0,26277,,,,Inland perennial,AF,0.19858566435494523,0.0005343761517537939,63.67276078174267,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,954.3159795018161,7,inland
1040,PAK-PNJ,Punjab,PK,Pakistan,National capital,1014825,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (8133062.368639299 3991020.020009773),Islamabad,1108872,2023,1,2238829,Rawal Lake,,,Inland perennial,PK,0.14031147043399098,0.0004923989597341122,5.831208585257395,2380671,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.30899464866991566,0.0021186580003553063,1278.227541597021,2,inland
1041,PAK-PNJ,Punjab,PK,Pakistan,Other,2098231,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (8131192.875383181 3975992.891099781),Rawalpindi,3357612,2023,0,2238829,Rawal Lake,,,Inland perennial,PK,0.14031147043399098,0.0004923989597341122,13.99762899622602,2380671,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.30899464866991566,0.0021186580003553063,1264.8143922702088,2,inland
1042,AFG-PAK,Paktia,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7705980.922816571 3974949.994408303),Gardez,28300,2020,0,26280,,,,Inland perennial,AF,0.01884403247988192,1.9397618771639478e-05,34.55055630851166,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1074.33995808953,7,inland
1043,AFG-GHZ,Ghazni,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7616479.384507843 3968804.033320593),Ghazni,69000,2020,0,26281,,,,Inland perennial,AF,0.03481810757515592,2.500409734712838e-05,27.821986622775327,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1045.3159245771926,6,inland
1044,PAK-PNJ,Punjab,PK,Pakistan,Other,3203846,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (8135613.146325394 3685974.528707915),Faisalabad,3691999,2023,0,1343572,,,,Inland perennial,PK,0.04955427808984135,0.00012164552652889034,9.737027861864728,2380671,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.30899464866991566,0.0021186580003553063,1043.3636059664402,2,inland
1045,PAK-SIN,Sind,PK,Pakistan,Other,1732693,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (7610521.226750952 2922513.916175292),Hyderabad,1921275,2023,0,1343028,,,,Inland perennial,PK,0.03424086616293305,5.950898033186144e-05,0.5819592013157939,2803616,Arabian Sea,Indian Ocean,,Ocean or Sea,,5.356446532450532,0.019449976992336592,128.56187168042374,2,inland
1046,IND-GJR,Gujarat,IN,India,Provincial capital,292797,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (8089216.3005541 2656223.486612206),Gandhinagar,247992,2011,0,1282851,,,,Inland perennial,IN,0.018510835640281928,1.573691227410195e-05,9.071157092783242,2439560,Gulf of Khambhat,Arabian Sea,Indian Ocean,Ocean or Sea,,0.2355985063407156,0.0011699078512915958,103.29261010905235,5,inland
1047,IND-GJR,Gujarat,IN,India,Other,5633927,1,"5,000,000 and greater",UN_Data_2010_2020,POINT (8078106.499212445 2636831.638135602),Ahmadabad,6357693,2011,0,1282631,,,,Inland perennial,IN,0.01768489072146886,2.3991261570323216e-05,5.289362073388756,2439560,Gulf of Khambhat,Arabian Sea,Indian Ocean,Ocean or Sea,,0.2355985063407156,0.0011699078512915958,81.63869919567055,1,inland
1048,KAZ-ALA,Alma-Ata,KZ,Kazakhstan,Provincial capital,1885739,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (8561874.077592909 5350875.818214307),Almaty,2161797,2023,0,1293037,,,,Inland perennial,KZ,0.022121237000875253,2.887105072460873e-05,5.188112061262373,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,2673.605663271455,2,inland
1049,KGZ-BSK,Bishkek,KG,Kyrgyzstan,National and provincial capital,991257,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (8323358.596351802 5293723.805101711),Bishkek,1145044,2023,1,1291146,,,,Inland perennial,KG,0.033801421515675584,5.920852345311783e-05,10.181552360013365,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,2524.6586323222446,2,inland
1050,KGZ-ISK,Issyk-Kul',KG,Kyrgyzstan,Provincial capital,0,0, , ,POINT (8726334.919480849 5233154.533825294),Karakol,81952,2023,0,1291118,,,,Inland perennial,KG,0.02399101167504798,2.7682628307736633e-05,12.207246972928482,2380671,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.30899464866991566,0.0021186580003553063,2646.493523117422,6,inland
1051,KGZ-NRN,Naryn,KG,Kyrgyzstan,Provincial capital,0,0, , ,POINT (8460058.483940557 5075232.928459787),Naryn,41988,2023,0,1291048,,,,Inland perennial,KG,0.030063267937659257,2.9398584061072173e-05,70.35450890222555,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,2381.392310845192,7,inland
1052,UZB-NMG,Namangan,UZ,Uzbekistan,Provincial capital,612208,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (7979380.697994072 5012193.570379285),Namangan,678154,2023,0,2228452,Naryn,,,Inland perennial,TJ,0.15062127526428093,0.00014491703404368025,14.721765842777272,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,2146.515102750622,3,inland
1053,UZB-AND,Andizhan,UZ,Uzbekistan,Provincial capital,433901,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (8053408.276080511 4982004.458985317),Andizhan,12548,2019,0,2187029,,,,Inland perennial,UZ,0.017451049510496724,1.638613197715559e-05,21.016827350820716,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,2139.3742506661597,7,inland
1054,KGZ-OSH,Osh,KG,Kyrgyzstan,Provincial capital,285372,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (8103947.872042933 4942383.708479214),Osh,361273,2023,0,1291036,,,,Inland perennial,KG,0.13241424358308537,0.0004351399305091145,23.811973226927105,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,2118.304112192413,4,inland
1055,UZB-FRG,Fergana,UZ,Uzbekistan,Provincial capital,283791,4,"250,000 to 499,999",UN_Data_2010_2020,POINT (7991180.791906889 4922193.881611384),Fergana,314449,2023,0,2186968,,,,Inland perennial,UZ,0.01834512696798768,1.3671036439027409e-05,21.25933956856833,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,2063.5696918649805,4,inland
1056,CHN-XNJ,Xinjiang,CH,China,Other,0,0, , ,POINT (8460280.8873941 4790662.968447571),Kashi,392730,2020,0,1216615,,,,Inland perennial,CN,0.029052904410373035,2.7357513486624185e-05,1.8472942619247792,2380671,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.30899464866991566,0.0021186580003553063,2130.3001322821638,4,inland
1057,AFG-NNG,Nangarhar,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7844316.865695436 4087132.804944301),Jalabad,271900,2020,0,2212605,Kabul River,,,Inland perennial,AF,0.03402845969062918,2.8875826977108544e-05,13.415088395559751,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1226.454893141113,4,inland
1058,TJK-DSH,Dushanbe,TI,Tajikistan,National and provincial capital,770027,3,"500,000 to 999,999",UN_Data_2010_2020,POINT (7669913.393874317 4668809.681661858),Dushanbe,1201800,2022,1,2036952,,,,Inland perennial,TJ,0.01340046174758483,9.65989901490033e-06,14.298486871759449,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1742.9177594027644,2,inland
1059,TJK-KLB,Kulyab,TI,Tajikistan,Provincial capital,0,0, , ,POINT (7767984.990351004 4567001.239659347),Kulob,28293,2021,0,2036926,,,,Inland perennial,TJ,0.06329144444512777,0.00023816008793100849,27.844473670576367,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1662.254152315984,7,inland
1060,TJK-KTB,Kurgan Tyube,TI,Tajikistan,Provincial capital,0,0, , ,POINT (7658780.565586861 4555908.449826611),Qurghonteppa,263892,2019,0,2249640,Vakhsh,,,Inland perennial,TJ,0.25427005328818536,0.000369430245354386,16.914723488495497,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1629.7313323461249,4,inland
1061,AFG-BDK,Badakhshan,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7856818.268270309 4455986.642800764),Feyzabad,38600,2020,0,2216362,Kowl-e Shiveh,,,Inland perennial,AF,0.3154778797077651,0.0013475670598924977,86.54445622376214,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1578.4693199342687,7,inland
1062,AFG-TKH,Takhar,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7741157.769494285 4401538.648547677),Taloqan,83900,2020,0,2205152,Darya-ye Panj,,,Inland perennial,AF,1.203887346198341,0.0011618760997026834,59.01906531802525,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1495.0876671153687,6,inland
1063,AFG-KNZ,Konduz,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7665460.056237898 4401122.399718793),Konduz,189300,2020,0,2205154,Darya-ye Qonduz,,,Inland perennial,TM,1.7645271075279112,0.001668659098514415,13.221859261616512,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1478.6178517675019,5,inland
1064,AFG-KNR,Konarha,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7920382.254801205 4145685.950990398),Asadabad,15900,2020,0,2212608,Kabul River,,,Inland perennial,PK,0.9191403340285661,0.0008376947000108797,71.001501270704,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1310.0231692345142,7,inland
1065,PAK-NWF,North-west Frontier,PK,Pakistan,Provincial capital,1970042,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (7964352.557864526 4029338.880341062),Peshawar,1905975,2023,0,2212606,Kabul River,,,Inland perennial,PK,1.5839143258172945,0.0016474557052962237,21.19098285157556,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1224.5689107056546,2,inland
1066,AFG-SMN,Samangan,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7574178.185007296 4336594.264000122),Aybak,33900,2020,0,2198196,Amudar'ya,,,Inland perennial,TM,32.01225816258589,0.07864651811225859,91.69661197503012,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1400.1041364863256,7,inland
1067,AFG-BGH,Baghlan,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7647983.34121863 4318800.025376732),Baghlan,79600,2020,0,2205154,Darya-ye Qonduz,,,Inland perennial,TM,1.7645271075279112,0.001668659098514415,93.59039843190841,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1394.4789840675144,6,inland
1068,AFG-KAP,Kapisa,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7718147.697814708 4166150.294702684),Mahmud-E Eraqi,1800,2020,0,26298,,,,Inland perennial,AF,0.017654259633185863,1.9861832079111574e-05,45.37718536864884,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1261.36883784292,7,inland
1069,AFG-PRV,Parvan,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7699969.655711824 4165783.302383288),Charikar,65900,2020,0,26297,,,,Inland perennial,AF,0.021105077322816745,3.139782663152844e-05,51.098822828564586,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1256.3749956199952,6,inland
1070,AFG-BAM,Bamian,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7548686.471743757 4139446.81826794),Bamian,14700,2020,0,2199738,Band-i-Amir Lakes,,,Inland perennial,AF,0.20306602782624014,0.00040874274532166286,61.73389839471374,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1201.320747129235,7,inland
1071,AFG-LGH,Laghman,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7810921.346703666 4116418.671462285),Mehtar Lam,5900,2020,0,2212605,Kabul River,,,Inland perennial,AF,0.03402845969062918,2.8875826977108544e-05,29.61784507610529,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1241.912490442498,7,inland
1072,AFG-KAB,Kabol,AF,Afghanistan,National and provincial capital,4136000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (7696268.728135633 4100315.268073557),Kabul,4434600,2020,1,18,,,,Inland intermittent,AF,0.0683628710284043,0.00014320779744534274,6.996152844593032,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1192.1079751941056,2,inland
1073,AFG-VRD,Vardak,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7658780.565586861 4089387.545486492),Mayda Shahr,3500,2020,0,26286,,,,Inland perennial,AF,0.06083136827507912,9.388495642003267e-05,28.322612054298805,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1172.3273427126403,7,inland
1074,AFG-LWG,Lowgar,AF,Afghanistan,Provincial capital,0,0, , ,POINT (7677338.294394056 4024331.795917461),Baraki Barak,5260,2022,0,26284,,,,Inland perennial,AF,0.018924519933929785,1.5315526525921368e-05,36.60906347687041,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1113.8147889594918,7,inland
1075,TJK-KDZ,Khudzhand,TI,Tajikistan,Provincial capital,0,0, , ,POINT (7681045.245819273 4829679.612644828),Leninobod,15834,2023,0,2036965,,,,Inland perennial,TJ,0.0900827806960202,0.00015845401919823522,11.382390395825764,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1903.5070862845996,7,inland
1076,KGZ-TLS,Talas,KG,Kyrgyzstan,Provincial capital,0,0, , ,POINT (8041385.760292576 5238439.02096981),Talas,38700,2023,0,1291119,,,,Inland perennial,KG,0.022875028519468193,3.363160476401984e-05,17.07373340213427,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,2381.08878841573,7,inland
1077,KAZ-CHM,Chimkent,KZ,Kazakhstan,Provincial capital,1023619,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (7744830.641039684 5206475.531897033),Shymkent,1192120,2023,0,1292909,,,,Inland perennial,KZ,0.024475239864636643,3.831020800211234e-05,14.350483653295123,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,2285.6421283441086,2,inland
1078,UZB-TSK,Tashkent,UZ,Uzbekistan,National and provincial capital,2509969,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (7719992.13775377 5048981.239993461),Tashkent,2956384,2023,1,2187157,,,,Inland perennial,UZ,0.01702135343152473,9.81476302912345e-06,23.832732186468544,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,2126.201427720299,2,inland
1079,UZB-SRD,Syrdar'ya,UZ,Uzbekistan,Provincial capital,0,0, , ,POINT (7656922.088421613 4941314.850157026),Gulistan,76400,2023,0,2186941,,,,Inland perennial,UZ,0.029597615337736013,3.871828013581142e-05,22.86358941422609,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,2010.459309388209,6,inland
1080,UZB-DZH,Dzhizak,UZ,Uzbekistan,Provincial capital,155822,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (7552136.939835611 4880338.560206548),Dzhizak,191620,2023,0,2186927,,,,Inland perennial,UZ,0.1965218664821776,0.0008480160628367105,8.981896068057736,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,1938.2409514585063,5,inland
1081,KAZ-DZM,Dzhambul,KZ,Kazakhstan,Provincial capital,0,0, , ,POINT (7944983.304221755 5295091.128379618),Dzhambul (Taraz),427356,2023,0,1292937,,,,Inland perennial,KZ,0.02032707269957724,1.7114650599952543e-05,5.260038481885203,2380670,Arabian Sea,Indian Ocean,,Ocean or Sea,,0.7022470098570962,0.009304339261248623,2411.533987164963,4,inland
1082,CHN-XNJ,Xinjiang,CH,China,Provincial capital,4565000,2,"1,000,000 to 4,999,999",UN_Habitat_2020,POINT (9750140.397422548 5431922.427789412),Urumqi,3842560,2020,0,1218890,,,,Inland perennial,CN,0.01848071845968778,2.0304903070924695e-05,4.50551908124698,2642201,Bay of Bengal,Indian Ocean,,Ocean or Sea,,0.547182719409105,0.0068092903155652215,2860.112106728609,2,inland
1083,NPL-BHE,Bheri,NP,Nepal,Provincial capital,0,0, , ,POINT (9085896.994234344 3257044.875283586),Nepalganj,164444,2021,0,1337386,,,,Inland perennial,NP,0.015984459568210544,1.4138817410233214e-05,3.468537965662347,2326608,Bay of Bengal,Indian Ocean,,Ocean or Sea,,0.44325819116452425,0.00812753059367267,1010.4887392745168,5,inland
1084,NPL-LMB,Lumbini,NP,Nepal,Provincial capital,0,0, , ,POINT (9282186.417504502 3190260.505797278),Bhairawa (Siddharthanagar),74436,2021,0,1285333,,,,Inland perennial,IN,0.01977662643676148,1.6378229899915214e-05,28.31947381136376,2326608,Bay of Bengal,Indian Ocean,,Ocean or Sea,,0.44325819116452425,0.00812753059367267,846.4858768374999,6,inland
1085,IND-UPR,Uttar Pradesh,IN,India,Provincial capital,2817105,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (9007973.127963325 3104618.674806932),Lucknow,2902920,2011,0,1285224,,,,Inland perennial,IN,0.017609530092172036,1.1216262892691427e-05,16.893607381139557,2326690,Bay of Bengal,Indian Ocean,,Ocean or Sea,,0.9105283033412999,0.04409477418405983,946.4344012264002,2,inland
1086,IND-UPR,Uttar Pradesh,IN,India,Other,2768057,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (8940943.659771925 3055896.665323877),Kanpur,2920496,2011,0,2208388,Ganges,Ganga,,Inland perennial,BD,5.998435345192207,0.007421305755454192,5.366523210171396,2326690,Bay of Bengal,Indian Ocean,,Ocean or Sea,,0.9105283033412999,0.04409477418405983,962.959871275047,2,inland
1087,IND-UPR,Uttar Pradesh,IN,India,Other,1198491,2,"1,000,000 to 4,999,999",UN_Data_2010_2020,POINT (9234657.456547081 2910422.910451059),Varanasi,1432280,2011,0,2208387,Ganges,Ganga,,Inland perennial,BD,36.1229748432111,0.12352154632380437,5.727720725940049,2326690,Bay of Bengal,Indian Ocean,,Ocean or Sea,,0.9105283033412999,0.04409477418405983,648.9754460955008,2,inland
1088,NPL-KRN,Karnali,NP,Nepal,Provincial capital,0,0, , ,POINT (9152321.332711 3407504.08250016),Jumla,118349,2021,0,1337405,,,,Inland perennial,NP,0.012378701378238658,8.05862650934224e-06,16.961293345914473,2326608,Bay of Bengal,Indian Ocean,,Ocean or Sea,,0.44325819116452425,0.00812753059367267,1099.5202658919536,5,inland
1089,NPL-MHK,Mahakali,NP,Nepal,Provincial capital,0,0, , ,POINT (8972351.437535377 3413885.526966811),Dandeldhura,,,0,1285549,,,,Inland perennial,IN,0.07724085460688311,9.9334230831491e-05,59.92761911557558,2326608,Bay of Bengal,Indian Ocean,,Ocean or Sea,,0.44325819116452425,0.00812753059367267,1204.0715099345896,0,inland
1090,NPL-SET,Seti,NP,Nepal,Provincial capital,101970,5,"100,000 to 249,999",UN_Data_2010_2020,POINT (8971571.984629957 3336882.964251353),Dhangarhi,198792,2021,0,1337399,,,,Inland perennial,NP,0.025489801829721482,1.9310993238070248e-05,19.66360781417807,2326690,Bay of Bengal,Indian Ocean,,Ocean or Sea,,0.9105283033412999,0.04409477418405983,1143.8799366171656,5,inland
1091,NPL-RAP,Rapti,NP,Nepal,Provincial capital,0,0, , ,POINT (9148603.365194893 3293172.870963382),Sallyan,,,0,1337393,,,,Inland perennial,NP,0.019629744926242185,1.4188704749838864e-05,15.819323795543124,2326608,Bay of Bengal,Indian Ocean,,Ocean or Sea,,0.44325819116452425,0.00812753059367267,1003.8653781301741,0,inland
